1|0|24|0
2|1|53|1
3|0|23|2
4|0|24|0
5|1|33|1
6|0|42|3
7|0|57|4
8|0|36|4
9|0|29|5
10|0|53|6
11|1|39|1
12|1|28|1
13|0|47|7
14|0|45|8
15|1|49|7
16|0|21|9
17|0|30|10
18|1|35|1
19|0|40|11
20|1|42|12
21|0|26|2
22|0|25|2
23|1|30|13
24|1|21|13
25|0|39|14
26|0|49|14
27|1|40|11
28|0|32|2
29|0|41|10
30|0|7|5
31|0|24|13
32|1|28|5
33|0|23|5
34|1|38|4
35|1|20|12
36|1|19|5
37|0|23|5
38|1|28|1
39|0|41|9
40|0|38|8
41|0|33|14
42|0|30|4
43|1|29|11
44|0|26|0
45|0|29|10
46|1|27|15
47|0|53|15
48|0|45|4
49|1|23|5
50|0|21|2
51|0|28|7
52|1|18|5
53|0|26|10
54|0|22|3
55|0|37|10
56|0|25|11
57|0|16|16
58|0|27|10
59|0|49|7
60|0|50|17
61|0|36|14
62|1|27|4
63|0|31|15
64|0|32|7
65|1|51|7
66|0|23|5
67|0|17|5
68|0|19|5
69|0|24|14
70|0|27|14
71|0|39|8
72|1|48|4
73|0|24|5
74|0|39|8
75|0|24|9
76|0|20|5
77|0|30|0
78|0|26|4
79|1|39|4
80|1|34|4
81|0|21|5
82|0|50|10
83|0|40|1
84|0|32|3
85|0|51|7
86|0|26|4
87|0|47|4
88|1|49|11
89|1|43|4
90|0|60|7
91|0|55|15
92|0|32|9
93|0|48|3
94|0|26|5
95|0|31|4
96|1|25|13
97|0|43|13
98|1|49|3
99|0|20|5
100|0|36|3
101|0|15|5
102|0|38|10
103|0|26|5
104|0|27|5
105|0|24|14
106|0|61|18
107|0|39|8
108|0|44|7
109|0|29|1
110|0|19|5
111|0|57|14
112|0|30|19
113|0|47|3
114|0|27|10
115|0|31|14
116|0|40|17
117|0|20|5
118|0|21|4
119|0|32|10
120|1|47|1
121|0|54|11
122|1|32|2
123|1|48|13
124|0|34|5
125|0|30|6
126|1|28|6
127|0|33|16
128|1|24|15
129|1|36|15
130|0|20|16
131|1|59|4
132|0|24|1
133|0|53|14
134|0|31|10
135|0|23|5
136|0|51|1
137|0|50|7
138|0|46|20
139|0|20|5
140|1|30|5
141|0|49|10
142|0|13|1
143|0|42|0
144|0|53|10
145|0|31|9
146|0|45|13
147|1|40|11
148|0|33|14
149|1|35|15
150|1|20|13
151|1|38|4
152|1|33|7
153|0|25|5
154|0|25|5
155|1|32|1
156|0|25|7
157|0|57|14
158|0|50|7
159|1|23|5
160|0|27|10
161|0|50|6
162|0|25|13
163|0|49|4
164|0|47|17
165|1|20|1
166|0|47|7
167|0|37|1
168|0|48|1
169|1|52|1
170|1|53|17
171|1|48|7
172|0|55|15
173|0|56|1
174|1|30|4
175|1|26|8
176|0|28|8
177|0|20|10
178|0|26|1
179|0|15|9
180|1|22|4
181|0|26|3
182|0|36|10
183|0|33|8
184|0|37|11
185|1|53|11
186|1|39|3
187|0|26|7
188|0|42|5
189|0|32|13
190|0|30|4
191|0|33|4
192|0|42|7
193|0|29|5
194|0|38|4
195|0|42|8
196|0|49|2
197|0|55|0
198|1|21|5
199|0|30|2
200|0|40|10
201|0|27|2
202|1|41|7
203|1|25|5
204|1|52|11
205|0|47|6
206|1|14|5
207|0|39|15
208|0|43|14
209|1|33|7
210|0|39|14
211|0|66|19
212|1|49|7
213|0|33|3
214|1|26|11
215|0|35|10
216|0|22|14
217|0|22|1
218|0|37|4
219|0|32|10
220|0|30|11
221|0|19|5
222|0|29|10
223|1|19|5
224|1|31|7
225|1|51|4
226|0|28|5
227|0|46|3
228|1|21|5
229|1|29|11
230|1|28|5
231|0|48|11
232|0|45|8
233|0|38|14
234|0|60|18
235|0|37|7
236|1|44|2
237|0|49|4
238|1|42|4
239|0|39|13
240|1|23|7
241|1|26|5
242|0|33|7
243|0|33|7
244|0|28|0
245|0|22|5
246|0|19|5
247|0|28|14
248|0|25|5
249|0|25|5
250|0|29|3
251|0|28|20
252|0|42|14
253|1|26|11
254|0|44|7
255|0|23|9
256|1|35|16
257|0|17|5
258|1|19|5
259|0|21|5
260|1|40|13
261|0|28|4
262|1|19|5
263|0|41|10
264|1|36|2
265|0|26|3
266|1|62|4
267|0|23|14
268|0|24|14
269|1|31|11
270|1|18|5
271|0|51|14
272|0|33|8
273|1|50|1
274|1|20|5
275|0|38|14
276|0|21|5
277|1|35|4
278|1|37|11
279|0|33|10
280|1|30|11
281|1|15|5
282|0|22|4
283|0|28|10
284|0|40|3
285|0|25|10
286|0|27|5
287|0|21|19
288|0|34|15
289|0|11|16
290|0|40|14
291|0|19|5
292|1|35|10
293|0|24|2
294|0|34|0
295|0|31|7
296|1|43|4
297|1|29|7
298|0|44|3
299|0|29|20
300|1|26|10
301|0|24|5
302|0|42|7
303|0|19|5
304|1|22|5
305|0|23|10
306|0|45|1
307|0|25|5
308|0|60|18
309|0|40|8
310|0|37|7
311|0|32|0
312|0|48|1
313|0|41|15
314|1|20|5
315|0|31|7
316|1|43|1
317|0|22|4
318|0|65|18
319|0|38|10
320|0|19|5
321|1|49|7
322|0|20|5
323|0|21|5
324|1|21|5
325|0|48|0
326|0|41|4
327|0|22|5
328|0|51|4
329|0|48|7
330|1|35|7
331|0|33|9
332|0|20|5
333|0|47|1
334|0|32|11
335|0|45|3
336|0|23|19
337|0|37|8
338|1|39|11
339|0|35|6
340|0|46|14
341|1|17|5
342|1|25|1
343|0|43|14
344|1|30|11
345|1|28|11
346|0|34|1
347|0|18|5
348|1|24|5
349|0|68|18
350|0|32|5
351|0|61|7
352|1|37|10
353|0|25|8
354|1|29|11
355|0|25|5
356|1|32|12
357|0|26|3
358|0|40|7
359|0|22|5
360|0|51|1
361|0|22|5
362|1|35|12
363|0|20|5
364|0|63|14
365|0|29|6
366|1|20|5
367|0|17|5
368|0|18|5
369|0|24|5
370|0|52|2
371|0|36|14
372|1|25|5
373|1|24|1
374|0|36|3
375|0|17|9
376|1|28|1
377|0|22|5
378|0|35|5
379|0|44|10
380|0|32|14
381|0|33|13
382|0|45|14
383|0|42|4
384|0|52|10
385|0|36|2
386|0|36|19
387|0|33|9
388|0|31|1
389|1|44|2
390|1|42|2
391|0|23|5
392|0|52|2
393|0|19|5
394|0|25|4
395|0|43|1
396|0|57|14
397|0|17|5
398|0|40|1
399|0|25|1
400|1|33|4
401|1|46|17
402|0|30|14
403|0|37|1
404|1|29|10
405|1|22|17
406|0|52|7
407|0|29|14
408|0|23|5
409|0|48|4
410|1|30|13
411|0|34|7
412|0|25|7
413|0|55|7
414|0|24|10
415|0|39|7
416|1|20|5
417|1|27|1
418|1|55|16
419|0|37|6
420|0|53|7
421|1|38|10
422|0|26|9
423|0|64|1
424|1|36|15
425|0|19|5
426|0|55|7
427|0|51|20
428|0|28|5
429|0|27|5
430|0|38|8
431|0|24|15
432|0|22|9
433|0|27|13
434|1|16|5
435|0|24|14
436|1|30|4
437|1|27|1
438|1|51|4
439|1|23|4
440|0|30|1
441|0|50|0
442|0|22|5
443|0|35|19
444|1|51|6
445|0|21|2
446|0|57|7
447|0|30|4
448|0|23|9
449|0|23|11
450|1|35|7
451|0|16|5
452|0|35|4
453|0|18|5
454|0|57|1
455|0|48|4
456|0|24|0
457|1|33|19
458|0|47|0
459|0|22|5
460|1|44|1
461|0|15|5
462|1|19|5
463|1|48|17
464|0|60|2
465|0|32|1
466|0|22|5
467|0|29|14
468|0|28|14
469|0|60|7
470|0|24|10
471|0|10|5
472|0|24|5
473|0|29|5
474|0|51|3
475|0|30|10
476|0|28|5
477|1|23|5
478|0|29|1
479|0|30|7
480|0|57|18
481|0|73|18
482|1|18|5
483|0|29|8
484|0|27|5
485|1|44|7
486|0|39|7
487|0|22|14
488|0|48|0
489|0|55|1
490|1|29|13
491|1|43|2
492|0|57|7
493|0|22|14
494|1|38|4
495|0|29|14
496|1|21|5
497|0|20|5
498|0|26|2
499|0|42|10
500|0|28|4
501|0|22|5
502|0|22|5
503|1|50|2
504|1|40|2
505|1|27|1
506|0|46|10
507|1|18|2
508|0|27|15
509|0|23|4
510|0|34|1
511|0|22|5
512|0|29|1
513|0|43|4
514|0|27|10
515|0|53|15
516|1|53|11
517|0|24|5
518|1|49|2
519|0|22|1
520|0|62|17
521|0|19|5
522|0|36|14
523|1|50|4
524|0|56|7
525|1|27|4
526|0|30|15
527|0|33|11
528|0|18|5
529|1|47|4
530|0|29|14
531|1|30|19
532|0|20|5
533|0|43|11
534|0|20|5
535|1|45|7
536|0|38|14
537|0|36|14
538|0|31|8
539|1|53|4
540|0|28|14
541|1|19|5
542|0|21|5
543|0|33|8
544|1|44|1
545|0|27|0
546|0|36|3
547|0|50|7
548|0|51|2
549|0|42|8
550|1|16|5
551|0|25|10
552|0|45|1
553|0|58|7
554|0|32|8
555|1|29|7
556|1|35|7
557|1|30|2
558|1|56|2
559|0|69|3
560|0|32|5
561|0|23|14
562|1|54|4
563|1|39|11
564|0|65|18
565|0|40|5
566|0|20|5
567|0|24|9
568|0|39|7
569|0|34|7
570|0|26|7
571|0|34|13
572|0|51|7
573|0|68|18
574|0|56|7
575|0|33|15
576|0|48|3
577|1|36|5
578|0|31|4
579|0|32|7
580|0|16|5
581|0|37|1
582|0|17|5
583|0|44|14
584|0|25|5
585|0|69|11
586|0|20|5
587|0|26|1
588|1|18|5
589|0|21|6
590|0|50|7
591|1|57|11
592|0|18|5
593|1|31|7
594|0|46|7
595|0|25|10
596|0|20|13
597|0|23|1
598|1|40|15
599|1|22|5
600|0|34|10
601|1|19|13
602|1|47|1
603|0|21|10
604|0|39|7
605|0|33|14
606|0|28|10
607|1|49|17
608|0|22|1
609|1|13|5
610|0|22|5
611|0|46|11
612|0|36|7
613|1|37|15
614|0|54|7
615|0|38|7
616|0|55|8
617|1|27|2
618|1|15|5
619|0|17|5
620|1|18|2
621|0|17|5
622|0|25|10
623|1|50|7
624|0|19|5
625|0|27|10
626|0|23|8
627|0|24|14
628|0|13|16
629|1|46|1
630|1|26|17
631|1|18|5
632|0|18|5
633|0|35|10
634|0|39|14
635|0|22|1
636|0|47|7
637|0|30|1
638|0|45|14
639|1|42|11
640|0|20|5
641|0|24|5
642|1|18|5
643|0|39|8
644|0|51|18
645|0|27|10
646|1|17|5
647|0|40|7
648|0|43|14
649|0|20|5
650|0|42|14
651|0|65|18
652|0|35|1
653|0|31|3
654|1|27|5
655|1|50|17
656|0|48|7
657|1|26|16
658|0|33|10
659|0|31|7
660|0|26|5
661|0|28|10
662|0|55|11
663|0|26|1
664|0|30|14
665|0|25|4
666|0|44|4
667|0|35|11
668|1|29|2
669|0|37|1
670|0|30|0
671|0|21|10
672|1|54|4
673|0|51|7
674|1|13|5
675|0|34|1
676|0|30|10
677|0|20|1
678|0|50|7
679|1|20|5
680|0|33|6
681|1|44|15
682|0|23|10
683|0|42|11
684|0|28|5
685|1|32|11
686|0|32|7
687|1|31|17
688|1|37|4
689|0|25|1
690|0|35|19
691|0|34|7
692|0|34|14
693|1|43|17
694|0|60|10
695|0|26|2
696|0|55|1
697|0|25|1
698|1|28|10
699|0|44|1
700|0|17|5
701|1|51|11
702|0|37|1
703|0|26|7
704|1|51|11
705|1|21|5
706|0|23|5
707|1|56|11
708|1|26|12
709|0|21|1
710|0|19|5
711|1|22|5
712|1|22|5
713|1|42|1
714|0|26|14
715|0|21|0
716|1|36|4
717|0|24|0
718|0|42|0
719|1|37|1
720|1|49|4
721|1|24|9
722|1|50|12
723|0|26|3
724|0|31|3
725|0|21|5
726|1|25|4
727|0|25|5
728|0|58|3
729|0|19|5
730|1|31|8
731|1|41|7
732|1|28|1
733|1|44|1
734|1|25|1
735|1|29|17
736|1|48|2
737|0|30|10
738|0|35|0
739|0|35|0
740|1|25|7
741|0|25|2
742|0|35|5
743|0|31|10
744|0|35|15
745|0|42|2
746|0|25|14
747|0|19|1
748|0|28|4
749|0|33|1
750|0|28|4
751|1|24|1
752|0|60|18
753|0|56|19
754|1|59|11
